Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-04-01T17:07:37+00:00,Monthly,Expense,Food & Drink,-76.978,GBP,,monthly,,01/04/2024,2024,4,2024-04
2024-04-02T17:07:37+00:00,Monthly,Expense,Food & Drink,-9.768,GBP,,monthly,,02/04/2024,2024,4,2024-04
2024-04-02T17:07:37+00:00,Monthly,Expense,Bills & Fees,-63.173,GBP,,monthly,,02/04/2024,2024,4,2024-04
2024-04-03T17:07:37+00:00,Monthly,Expense,Healthcare,-47.436,GBP,,monthly,,03/04/2024,2024,4,2024-04
2024-04-04T17:07:37+00:00,Monthly,Expense,Food & Drink,-1.168,GBP,,monthly,,04/04/2024,2024,4,2024-04
2024-04-05T17:07:37+00:00,Monthly,Expense,Home,-93.115,GBP,,1 time essential,,05/04/2024,2024,4,2024-04
2024-04-06T17:07:37+00:00,Monthly,Expense,Transport,-38.034,GBP,,monthly,,06/04/2024,2024,4,2024-04
2024-04-06T17:07:37+00:00,Monthly,Expense,Bills & Fees,-99.59,GBP,,monthly,,06/04/2024,2024,4,2024-04
2024-04-07T17:07:37+00:00,Monthly,Expense,Bills & Fees,-44.1,GBP,,monthly,,07/04/2024,2024,4,2024-04
2024-04-07T17:07:37+00:00,Monthly,Expense,Bills & Fees,-59.95,GBP,,monthly,,07/04/2024,2024,4,2024-04
2024-04-08T17:07:37+00:00,Monthly,Expense,Bills & Fees,-79.43,GBP,,monthly,,08/04/2024,2024,4,2024-04
2024-04-09T17:07:37+00:00,Monthly,Expense,Food & Drink,-45.342,GBP,,monthly,,09/04/2024,2024,4,2024-04
2024-04-10T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-74.408,GBP,,time to time,,10/04/2024,2024,4,2024-04
2024-04-12T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-47.3,GBP,,monthly,,12/04/2024,2024,4,2024-04
2024-04-13T17:07:37+00:00,Monthly,Expense,Food & Drink,-63.624,GBP,,monthly,,13/04/2024,2024,4,2024-04
2024-04-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-6.584,GBP,,monthly,,13/04/2024,2024,4,2024-04
2024-04-14T17:07:37+00:00,Monthly,Expense,Food & Drink,-42.352,GBP,,monthly,,14/04/2024,2024,4,2024-04
2024-04-15T17:07:37+00:00,Monthly,Expense,Bills & Fees,-76.416,GBP,,monthly,,15/04/2024,2024,4,2024-04
2024-04-15T17:07:37+00:00,Monthly,Expense,Bills & Fees,-50.424,GBP,,monthly,,15/04/2024,2024,4,2024-04
2024-04-16T17:07:37+00:00,Monthly,Expense,Food & Drink,-53.442,GBP,,monthly,,16/04/2024,2024,4,2024-04
2024-04-16T17:07:37+00:00,Monthly,Expense,Bills & Fees,-28.116,GBP,,monthly,,16/04/2024,2024,4,2024-04
2024-04-16T17:07:37+00:00,Monthly,Expense,Eating out/take away,-97.596,GBP,,monthly,,16/04/2024,2024,4,2024-04
2024-04-17T17:07:37+00:00,Monthly,Expense,Bills & Fees,-87.63,GBP,,monthly,,17/04/2024,2024,4,2024-04
2024-04-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-60.957,GBP,,monthly,,18/04/2024,2024,4,2024-04
2024-04-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-80.1,GBP,,monthly,,18/04/2024,2024,4,2024-04
2024-04-19T17:07:37+00:00,Monthly,Expense,Bills & Fees,-82.314,GBP,,monthly,,19/04/2024,2024,4,2024-04
2024-04-23T17:07:37+00:00,Monthly,Expense,Eating out/take away,-55.044,GBP,,monthly,,23/04/2024,2024,4,2024-04
2024-04-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-27.87,GBP,,monthly,,23/04/2024,2024,4,2024-04
2024-04-27T17:07:37+00:00,Monthly,Expense,Bills & Fees,-30.63,GBP,,monthly,,27/04/2024,2024,4,2024-04
2024-04-28T17:07:37+00:00,Monthly,Expense,Eating out/take away,-105.648,GBP,,monthly,,28/04/2024,2024,4,2024-04
2024-04-01T17:07:37+00:00,Monthly,Income,Salary,2046.0,GBP,,monthly,,01/04/2024,2024,4,2024-04
2024-04-29T19:20:07+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,4,2024-04
2024-04-02T17:56:40+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,4,2024-04
