Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-11-01T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-68.277,GBP,,monthly,,01/11/2024,2024,11,2024-11
2024-11-02T17:07:37+00:00,Monthly,Expense,Healthcare,-40.535,GBP,,monthly,,02/11/2024,2024,11,2024-11
2024-11-03T17:07:37+00:00,Monthly,Expense,Bills & Fees,-15.032,GBP,,monthly,,03/11/2024,2024,11,2024-11
2024-11-03T17:07:37+00:00,Monthly,Expense,Food & Drink,-6.192,GBP,,monthly,,03/11/2024,2024,11,2024-11
2024-11-06T17:07:37+00:00,Monthly,Expense,Eating out/take away,-6.642,GBP,,monthly,,06/11/2024,2024,11,2024-11
2024-11-07T17:07:37+00:00,Monthly,Expense,Eating out/take away,-16.408,GBP,,monthly,,07/11/2024,2024,11,2024-11
2024-11-07T17:07:37+00:00,Monthly,Expense,Bills & Fees,-42.922,GBP,,monthly,,07/11/2024,2024,11,2024-11
2024-11-07T17:07:37+00:00,Monthly,Expense,Bills & Fees,-65.528,GBP,,monthly,,07/11/2024,2024,11,2024-11
2024-11-08T17:07:37+00:00,Monthly,Expense,Eating out/take away,-12.447,GBP,,monthly,,08/11/2024,2024,11,2024-11
2024-11-08T17:07:37+00:00,Monthly,Expense,Healthcare,-39.358,GBP,,monthly,,08/11/2024,2024,11,2024-11
2024-11-09T17:07:37+00:00,Monthly,Expense,Healthcare,-33.903,GBP,,monthly,,09/11/2024,2024,11,2024-11
2024-11-10T17:07:37+00:00,Monthly,Expense,Eating out/take away,-42.4,GBP,,monthly,,10/11/2024,2024,11,2024-11
2024-11-11T17:07:37+00:00,Monthly,Expense,Home,-56.259,GBP,,1 time essential,,11/11/2024,2024,11,2024-11
2024-11-11T17:07:37+00:00,Monthly,Expense,Bills & Fees,-54.444,GBP,,monthly,,11/11/2024,2024,11,2024-11
2024-11-13T17:07:37+00:00,Monthly,Expense,Eating out/take away,-76.648,GBP,,monthly,,13/11/2024,2024,11,2024-11
2024-11-14T17:07:37+00:00,Monthly,Expense,Food & Drink,-61.22,GBP,,monthly,,14/11/2024,2024,11,2024-11
2024-11-15T17:07:37+00:00,Monthly,Expense,Food & Drink,-51.972,GBP,,monthly,,15/11/2024,2024,11,2024-11
2024-11-15T17:07:37+00:00,Monthly,Expense,Food & Drink,-88.71,GBP,,monthly,,15/11/2024,2024,11,2024-11
2024-11-16T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-51.219,GBP,,monthly,,16/11/2024,2024,11,2024-11
2024-11-16T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-4.851,GBP,,monthly,,16/11/2024,2024,11,2024-11
2024-11-16T17:07:37+00:00,Monthly,Expense,Food & Drink,-28.79,GBP,,monthly,,16/11/2024,2024,11,2024-11
2024-11-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-71.304,GBP,,monthly,,18/11/2024,2024,11,2024-11
2024-11-18T17:07:37+00:00,Monthly,Expense,Eating out/take away,-29.458,GBP,,monthly,,18/11/2024,2024,11,2024-11
2024-11-19T17:07:37+00:00,Monthly,Expense,Car,-82.73,GBP,,time to time,,19/11/2024,2024,11,2024-11
2024-11-19T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-3.933,GBP,,time to time,,19/11/2024,2024,11,2024-11
2024-11-20T17:07:37+00:00,Monthly,Expense,Home,-12.948,GBP,,monthly,,20/11/2024,2024,11,2024-11
2024-11-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-28.503,GBP,,monthly,,21/11/2024,2024,11,2024-11
2024-11-21T17:07:37+00:00,Monthly,Expense,Food & Drink,-13.244,GBP,,monthly,,21/11/2024,2024,11,2024-11
2024-11-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-31.438,GBP,,monthly,,21/11/2024,2024,11,2024-11
2024-11-22T17:07:37+00:00,Monthly,Expense,Food & Drink,-82.764,GBP,,monthly,,22/11/2024,2024,11,2024-11
2024-11-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-54.46,GBP,,monthly,,24/11/2024,2024,11,2024-11
2024-11-25T17:07:37+00:00,Monthly,Expense,Transport,-86.94,GBP,,monthly,,25/11/2024,2024,11,2024-11
2024-11-25T17:07:37+00:00,Monthly,Expense,Food & Drink,-57.627,GBP,,monthly,,25/11/2024,2024,11,2024-11
2024-11-25T17:07:37+00:00,Monthly,Expense,Food & Drink,-87.048,GBP,,monthly,,25/11/2024,2024,11,2024-11
2024-11-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-5.229,GBP,,monthly,,26/11/2024,2024,11,2024-11
2024-11-27T17:07:37+00:00,Monthly,Expense,Food & Drink,-53.1,GBP,,monthly,,27/11/2024,2024,11,2024-11
2024-11-28T17:07:37+00:00,Monthly,Expense,Food & Drink,-71.0,GBP,,monthly,,28/11/2024,2024,11,2024-11
2024-11-28T17:07:37+00:00,Monthly,Expense,Bills & Fees,-16.524,GBP,,monthly,,28/11/2024,2024,11,2024-11
2024-11-01T17:07:37+00:00,Monthly,Income,Salary,2046.0,GBP,,monthly,,01/11/2024,2024,11,2024-11
2024-11-29T20:20:07+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,11,2024-11
