Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-01-12T17:07:37+00:00,Monthly,Expense,Food & Drink,-16.05,GBP,,monthly,,12/01/2024,2024,1,2024-01
2024-01-12T17:07:37+00:00,Monthly,Expense,Bills & Fees,-4.93,GBP,,monthly,,12/01/2024,2024,1,2024-01
2024-01-12T17:07:37+00:00,Monthly,Expense,Home,-34.43,GBP,,monthly,,12/01/2024,2024,1,2024-01
2024-01-13T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-23.88,GBP,,monthly,,13/01/2024,2024,1,2024-01
2024-01-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-4.545,GBP,,monthly,,13/01/2024,2024,1,2024-01
2024-01-13T17:07:37+00:00,Monthly,Expense,Eating out/take away,-70.044,GBP,,monthly,,13/01/2024,2024,1,2024-01
2024-01-14T17:07:37+00:00,Monthly,Expense,Bills & Fees,-79.048,GBP,,monthly,,14/01/2024,2024,1,2024-01
2024-01-14T17:07:37+00:00,Monthly,Expense,Eating out/take away,-13.464,GBP,,monthly,,14/01/2024,2024,1,2024-01
2024-01-14T17:07:37+00:00,Monthly,Expense,Bills & Fees,-14.9,GBP,,monthly,,14/01/2024,2024,1,2024-01
2024-01-15T17:07:37+00:00,Monthly,Expense,Food & Drink,-49.635,GBP,,monthly,,15/01/2024,2024,1,2024-01
2024-01-15T17:07:37+00:00,Monthly,Expense,Bills & Fees,-24.276,GBP,,monthly,,15/01/2024,2024,1,2024-01
2024-01-15T17:07:37+00:00,Monthly,Expense,Eating out/take away,-32.424,GBP,,monthly,,15/01/2024,2024,1,2024-01
2024-01-15T17:07:37+00:00,Monthly,Expense,Healthcare,-6.732,GBP,,monthly,,15/01/2024,2024,1,2024-01
2024-01-16T17:07:37+00:00,Monthly,Expense,Bills & Fees,-2.384,GBP,,monthly,,16/01/2024,2024,1,2024-01
2024-01-16T17:07:37+00:00,Monthly,Expense,Bills & Fees,-76.846,GBP,,monthly,,16/01/2024,2024,1,2024-01
2024-01-16T17:07:37+00:00,Monthly,Expense,Food & Drink,-36.513,GBP,,monthly,,16/01/2024,2024,1,2024-01
2024-01-16T17:07:37+00:00,Monthly,Expense,Beauty,-67.248,GBP,,monthly,,16/01/2024,2024,1,2024-01
2024-01-16T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-32.148,GBP,,monthly,,16/01/2024,2024,1,2024-01
2024-01-17T17:07:37+00:00,Monthly,Expense,Transport,-66.861,GBP,,monthly,,17/01/2024,2024,1,2024-01
2024-01-17T17:07:37+00:00,Monthly,Expense,Bills & Fees,-7.947,GBP,,monthly,,17/01/2024,2024,1,2024-01
2024-01-18T17:07:37+00:00,Monthly,Expense,Eating out/take away,-19.953,GBP,,monthly,,18/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-31.84,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-38.16,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-8.778,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-87.0,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-70.664,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Transport,-71.064,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Home,-5.852,GBP,,monthly,,20/01/2024,2024,1,2024-01
2024-01-20T17:07:37+00:00,Monthly,Expense,Eating out/take away,-16.32,GBP,,monthly,,20/01/2024,2024,1,2024-01
