Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-02-01T17:07:37+00:00,Monthly,Income,Salary,1705.0,GBP,,monthly,,01/02/2024,2024,2,2024-02
2024-02-10T17:07:37+00:00,Monthly,Expense,Home,-78.678,GBP,,1 time essential,,10/02/2024,2024,2,2024-02
2024-02-11T17:07:37+00:00,Monthly,Expense,Food & Drink,-41.679,GBP,,monthly,,11/02/2024,2024,2,2024-02
2024-02-11T17:07:37+00:00,Monthly,Expense,Healthcare,-61.443,GBP,,monthly,,11/02/2024,2024,2,2024-02
2024-02-12T17:07:37+00:00,Monthly,Expense,Food & Drink,-12.84,GBP,,monthly,,12/02/2024,2024,2,2024-02
2024-02-12T17:07:37+00:00,Monthly,Expense,Bills & Fees,-5.916,GBP,,monthly,,12/02/2024,2024,2,2024-02
2024-02-12T17:07:37+00:00,Monthly,Expense,Home,-34.43,GBP,,monthly,,12/02/2024,2024,2,2024-02
2024-02-13T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-26.268,GBP,,monthly,,13/02/2024,2024,2,2024-02
2024-02-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-6.06,GBP,,monthly,,13/02/2024,2024,2,2024-02
2024-02-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-59.93,GBP,,monthly,,21/02/2024,2024,2,2024-02
2024-02-21T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-12.28,GBP,,monthly,,21/02/2024,2024,2,2024-02
2024-02-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-67.12,GBP,,monthly,,21/02/2024,2024,2,2024-02
2024-02-22T17:07:37+00:00,Monthly,Expense,Bills & Fees,-56.089,GBP,,monthly,,22/02/2024,2024,2,2024-02
2024-02-23T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-6.237,GBP,,time to time,,23/02/2024,2024,2,2024-02
2024-02-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-13.194,GBP,,monthly,,23/02/2024,2024,2,2024-02
2024-02-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-63.998,GBP,,monthly,,24/02/2024,2024,2,2024-02
2024-02-24T17:07:37+00:00,Monthly,Expense,Eating out/take away,-75.976,GBP,,monthly,,24/02/2024,2024,2,2024-02
2024-02-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-81.268,GBP,,monthly,,24/02/2024,2024,2,2024-02
2024-02-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-34.568,GBP,,monthly,,25/02/2024,2024,2,2024-02
2024-02-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-20.36,GBP,,monthly,,25/02/2024,2024,2,2024-02
2024-02-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-33.22,GBP,,monthly,,25/02/2024,2024,2,2024-02
2024-02-25T17:07:37+00:00,Monthly,Expense,Healthcare,-6.072,GBP,,monthly,,25/02/2024,2024,2,2024-02
2024-02-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-59.124,GBP,,monthly,,26/02/2024,2024,2,2024-02
2024-02-27T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-6.05,GBP,,time to time,,27/02/2024,2024,2,2024-02
2024-02-27T17:07:37+00:00,Monthly,Expense,Food & Drink,-88.353,GBP,,monthly,,27/02/2024,2024,2,2024-02
2024-02-28T17:07:37+00:00,Monthly,Expense,Home,-66.055,GBP,,monthly,,28/02/2024,2024,2,2024-02
2024-02-28T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-62.15,GBP,,monthly,,28/02/2024,2024,2,2024-02
2024-02-28T17:07:37+00:00,Monthly,Expense,Bills & Fees,-49.048,GBP,,monthly,,28/02/2024,2024,2,2024-02
2024-02-08T17:01:55+00:00,Monthly,Income,Other,67.0,GBP,Electric rebate,Time to time,,08/02/2024,2024,2,2024-02
2024-02-29T20:20:07+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,2,2024-02
