Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-09-01T17:07:37+00:00,Monthly,Expense,Eating out/take away,-24.78,GBP,,monthly,,01/09/2024,2024,9,2024-09
2024-09-01T17:07:37+00:00,Monthly,Expense,Home,-26.66,GBP,,monthly,,01/09/2024,2024,9,2024-09
2024-09-01T17:07:37+00:00,Monthly,Expense,Transport,-21.312,GBP,,monthly,,01/09/2024,2024,9,2024-09
2024-09-02T17:07:37+00:00,Monthly,Expense,Bills & Fees,-73.737,GBP,,monthly,,02/09/2024,2024,9,2024-09
2024-09-02T17:07:37+00:00,Monthly,Expense,Food & Drink,-19.69,GBP,,monthly,,02/09/2024,2024,9,2024-09
2024-09-02T17:07:37+00:00,Monthly,Expense,Bills & Fees,-39.534,GBP,,monthly,,02/09/2024,2024,9,2024-09
2024-09-03T17:07:37+00:00,Monthly,Expense,Eating out/take away,-30.056,GBP,,monthly,,03/09/2024,2024,9,2024-09
2024-09-04T17:07:37+00:00,Monthly,Expense,Bills & Fees,-73.52,GBP,,monthly,,04/09/2024,2024,9,2024-09
2024-09-04T17:07:37+00:00,Monthly,Expense,Education,-22.816,GBP,,monthly,,04/09/2024,2024,9,2024-09
2024-09-05T17:07:37+00:00,Monthly,Expense,Bills & Fees,-65.967,GBP,,monthly,,05/09/2024,2024,9,2024-09
2024-09-05T17:07:37+00:00,Monthly,Expense,Bills & Fees,-81.466,GBP,,monthly,,05/09/2024,2024,9,2024-09
2024-09-06T17:07:37+00:00,Monthly,Expense,Bills & Fees,-52.083,GBP,,monthly,,06/09/2024,2024,9,2024-09
2024-09-07T17:07:37+00:00,Monthly,Expense,Transport,-28.56,GBP,,monthly,,07/09/2024,2024,9,2024-09
2024-09-08T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-90.849,GBP,,monthly,,08/09/2024,2024,9,2024-09
2024-09-08T17:07:37+00:00,Monthly,Expense,Food & Drink,-23.696,GBP,,monthly,,08/09/2024,2024,9,2024-09
2024-09-09T17:07:37+00:00,Monthly,Expense,Home,-17.52,GBP,,monthly,,09/09/2024,2024,9,2024-09
2024-09-09T17:07:37+00:00,Monthly,Expense,Food & Drink,-47.916,GBP,,monthly,,09/09/2024,2024,9,2024-09
2024-09-11T17:07:37+00:00,Monthly,Expense,Food & Drink,-104.112,GBP,,monthly,,11/09/2024,2024,9,2024-09
2024-09-11T17:07:37+00:00,Monthly,Expense,Bills & Fees,-67.545,GBP,,monthly,,11/09/2024,2024,9,2024-09
2024-09-12T17:07:37+00:00,Monthly,Expense,Food & Drink,-68.976,GBP,,monthly,,12/09/2024,2024,9,2024-09
2024-09-14T17:07:37+00:00,Monthly,Expense,Transport,-38.475,GBP,,monthly,,14/09/2024,2024,9,2024-09
2024-09-15T17:07:37+00:00,Monthly,Expense,Bills & Fees,-5.448,GBP,,monthly,,15/09/2024,2024,9,2024-09
2024-09-16T17:07:37+00:00,Monthly,Expense,Bills & Fees,-13.329,GBP,,monthly,,16/09/2024,2024,9,2024-09
2024-09-16T17:07:37+00:00,Monthly,Expense,Food & Drink,-11.286,GBP,,monthly,,16/09/2024,2024,9,2024-09
2024-09-18T17:07:37+00:00,Monthly,Expense,Eating out/take away,-5.643,GBP,,monthly,,18/09/2024,2024,9,2024-09
2024-09-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-69.144,GBP,,monthly,,18/09/2024,2024,9,2024-09
2024-09-20T17:07:37+00:00,Monthly,Expense,Food & Drink,-94.65,GBP,,monthly,,20/09/2024,2024,9,2024-09
2024-09-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-10.312,GBP,,monthly,,20/09/2024,2024,9,2024-09
2024-09-21T17:07:37+00:00,Monthly,Expense,Food & Drink,-79.695,GBP,,monthly,,21/09/2024,2024,9,2024-09
2024-09-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-72.952,GBP,,monthly,,21/09/2024,2024,9,2024-09
2024-09-22T17:07:37+00:00,Monthly,Expense,Food & Drink,-9.168,GBP,,monthly,,22/09/2024,2024,9,2024-09
2024-09-24T17:07:37+00:00,Monthly,Expense,Eating out/take away,-70.236,GBP,,monthly,,24/09/2024,2024,9,2024-09
2024-09-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-72.228,GBP,,monthly,,24/09/2024,2024,9,2024-09
2024-09-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-57.276,GBP,,monthly,,25/09/2024,2024,9,2024-09
2024-09-26T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-34.661,GBP,,time to time,,26/09/2024,2024,9,2024-09
2024-09-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-12.684,GBP,,monthly,,26/09/2024,2024,9,2024-09
2024-09-27T17:07:37+00:00,Monthly,Expense,Food & Drink,-20.736,GBP,,monthly,,27/09/2024,2024,9,2024-09
2024-09-28T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-80.091,GBP,,monthly,,28/09/2024,2024,9,2024-09
2024-09-01T17:07:37+00:00,Monthly,Income,Salary,1534.5,GBP,,monthly,,01/09/2024,2024,9,2024-09
2024-09-29T19:20:07+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,9,2024-09
