Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-05-01T17:07:37+00:00,Monthly,Expense,Bills & Fees,-20.922,GBP,,monthly,,01/05/2024,2024,5,2024-05
2024-05-04T17:07:37+00:00,Monthly,Expense,Bills & Fees,-83.63,GBP,,monthly,,04/05/2024,2024,5,2024-05
2024-05-05T17:07:37+00:00,Monthly,Expense,Bills & Fees,-28.755,GBP,,monthly,,05/05/2024,2024,5,2024-05
2024-05-06T17:07:37+00:00,Monthly,Expense,Beauty,-6.413,GBP,,monthly,,06/05/2024,2024,5,2024-05
2024-05-06T17:07:37+00:00,Monthly,Expense,Eating out/take away,-51.108,GBP,,monthly,,06/05/2024,2024,5,2024-05
2024-05-06T17:07:37+00:00,Monthly,Expense,Eating out/take away,-55.476,GBP,,monthly,,06/05/2024,2024,5,2024-05
2024-05-08T17:07:37+00:00,Monthly,Expense,Food & Drink,-53.856,GBP,,monthly,,08/05/2024,2024,5,2024-05
2024-05-08T17:07:37+00:00,Monthly,Expense,Entertainment,-13.158,GBP,,1 time luxury,,08/05/2024,2024,5,2024-05
2024-05-10T17:07:37+00:00,Monthly,Expense,Food & Drink,-8.635,GBP,,monthly,,10/05/2024,2024,5,2024-05
2024-05-10T17:07:37+00:00,Monthly,Expense,Transport,-8.162,GBP,,monthly,,10/05/2024,2024,5,2024-05
2024-05-12T17:07:37+00:00,Monthly,Expense,Eating out/take away,-26.972,GBP,,monthly,,12/05/2024,2024,5,2024-05
2024-05-12T17:07:37+00:00,Monthly,Expense,Food & Drink,-69.714,GBP,,monthly,,12/05/2024,2024,5,2024-05
2024-05-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-28.287,GBP,,monthly,,13/05/2024,2024,5,2024-05
2024-05-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-67.952,GBP,,monthly,,13/05/2024,2024,5,2024-05
2024-05-13T17:07:37+00:00,Monthly,Expense,Eating out/take away,-88.92,GBP,,monthly,,13/05/2024,2024,5,2024-05
2024-05-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-69.208,GBP,,monthly,,13/05/2024,2024,5,2024-05
2024-05-14T17:07:37+00:00,Monthly,Expense,Home,-23.499,GBP,,monthly,,14/05/2024,2024,5,2024-05
2024-05-14T17:07:37+00:00,Monthly,Expense,Bills & Fees,-74.968,GBP,,monthly,,14/05/2024,2024,5,2024-05
2024-05-14T17:07:37+00:00,Monthly,Expense,Home,-17.379,GBP,,monthly,,14/05/2024,2024,5,2024-05
2024-05-16T17:07:37+00:00,Monthly,Expense,Food & Drink,-94.8,GBP,,monthly,,16/05/2024,2024,5,2024-05
2024-05-17T17:07:37+00:00,Monthly,Expense,Bills & Fees,-76.136,GBP,,monthly,,17/05/2024,2024,5,2024-05
2024-05-17T17:07:37+00:00,Monthly,Expense,Bills & Fees,-63.173,GBP,,monthly,,17/05/2024,2024,5,2024-05
2024-05-18T17:07:37+00:00,Monthly,Expense,Food & Drink,-40.608,GBP,,monthly,,18/05/2024,2024,5,2024-05
2024-05-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-101.28,GBP,,monthly,,18/05/2024,2024,5,2024-05
2024-05-19T17:07:37+00:00,Monthly,Expense,Food & Drink,-12.84,GBP,,monthly,,19/05/2024,2024,5,2024-05
2024-05-21T17:07:37+00:00,Monthly,Expense,Eating out/take away,-4.12,GBP,,monthly,,21/05/2024,2024,5,2024-05
2024-05-22T17:07:37+00:00,Monthly,Expense,Food & Drink,-13.044,GBP,,monthly,,22/05/2024,2024,5,2024-05
2024-05-22T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-113.22,GBP,,time to time,,22/05/2024,2024,5,2024-05
2024-05-23T17:07:37+00:00,Monthly,Expense,Healthcare,-32.696,GBP,,monthly,,23/05/2024,2024,5,2024-05
2024-05-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-5.598,GBP,,monthly,,23/05/2024,2024,5,2024-05
2024-05-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-26.02,GBP,,monthly,,24/05/2024,2024,5,2024-05
2024-05-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-78.372,GBP,,monthly,,25/05/2024,2024,5,2024-05
2024-05-26T17:07:37+00:00,Monthly,Expense,Eating out/take away,-50.532,GBP,,monthly,,26/05/2024,2024,5,2024-05
2024-05-27T17:07:37+00:00,Monthly,Expense,Food & Drink,-79.92,GBP,,monthly,,27/05/2024,2024,5,2024-05
2024-05-27T17:07:37+00:00,Monthly,Expense,Transport,-9.845,GBP,,monthly,,27/05/2024,2024,5,2024-05
2024-05-27T17:07:37+00:00,Monthly,Expense,Bills & Fees,-13.079,GBP,,monthly,,27/05/2024,2024,5,2024-05
2024-05-28T17:07:37+00:00,Monthly,Expense,Bills & Fees,-80.973,GBP,,monthly,,28/05/2024,2024,5,2024-05
2024-05-01T17:07:37+00:00,Monthly,Income,Salary,1364.0,GBP,,monthly,,01/05/2024,2024,5,2024-05
2024-05-29T19:20:07+00:00,Expense,Expense,Bills & Fees,-10.0,,Giffgaff,monthly,,,2024,5,2024-05
