Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-03-13T17:07:37+00:00,Monthly,Expense,Bills & Fees,-42.537,GBP,,monthly,,13/03/2024,2024,3,2024-03
2024-03-19T17:07:37+00:00,Monthly,Expense,Bills & Fees,-83.48,GBP,,monthly,,19/03/2024,2024,3,2024-03
2024-03-19T17:07:37+00:00,Monthly,Expense,Food & Drink,-53.288,GBP,,monthly,,19/03/2024,2024,3,2024-03
2024-03-19T17:07:37+00:00,Monthly,Expense,Food & Drink,-21.474,GBP,,monthly,,19/03/2024,2024,3,2024-03
2024-03-20T17:07:37+00:00,Monthly,Expense,Sport & Hobbies,-23.416,GBP,,time to time,,20/03/2024,2024,3,2024-03
2024-03-20T17:07:37+00:00,Monthly,Expense,Bills & Fees,-28.197,GBP,,monthly,,20/03/2024,2024,3,2024-03
2024-03-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-57.54,GBP,,monthly,,21/03/2024,2024,3,2024-03
2024-03-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-71.148,GBP,,monthly,,21/03/2024,2024,3,2024-03
2024-03-21T17:07:37+00:00,Monthly,Expense,Bills & Fees,-89.7,GBP,,monthly,,21/03/2024,2024,3,2024-03
2024-03-21T17:07:37+00:00,Monthly,Expense,Eating out/take away,-15.9,GBP,,monthly,,21/03/2024,2024,3,2024-03
2024-03-22T17:07:37+00:00,Monthly,Expense,Home,-88.146,GBP,,1 time essential,,22/03/2024,2024,3,2024-03
2024-03-22T17:07:37+00:00,Monthly,Expense,Food & Drink,-54.25,GBP,,monthly,,22/03/2024,2024,3,2024-03
2024-03-23T17:07:37+00:00,Monthly,Expense,Food & Drink,-49.44,GBP,,monthly,,23/03/2024,2024,3,2024-03
2024-03-23T17:07:37+00:00,Monthly,Expense,Home,-3.789,GBP,,monthly,,23/03/2024,2024,3,2024-03
2024-03-23T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-8.937,GBP,,monthly,,23/03/2024,2024,3,2024-03
2024-03-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-76.257,GBP,,monthly,,23/03/2024,2024,3,2024-03
2024-03-23T17:07:37+00:00,Monthly,Expense,Bills & Fees,-93.456,GBP,,monthly,,23/03/2024,2024,3,2024-03
2024-03-24T17:07:37+00:00,Monthly,Expense,Bills & Fees,-39.996,GBP,,monthly,,24/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Eating out/take away,-24.167,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Eating out/take away,-8.14,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Food & Drink,-72.24,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-17.391,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Home,-42.207,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-25T17:07:37+00:00,Monthly,Expense,Bills & Fees,-11.817,GBP,,monthly,,25/03/2024,2024,3,2024-03
2024-03-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-55.971,GBP,,monthly,,26/03/2024,2024,3,2024-03
2024-03-26T17:07:37+00:00,Monthly,Expense,Food & Drink,-27.9,GBP,,monthly,,26/03/2024,2024,3,2024-03
2024-03-27T17:07:37+00:00,Monthly,Expense,Bills & Fees,-13.77,GBP,,monthly,,27/03/2024,2024,3,2024-03
2024-03-27T17:07:37+00:00,Monthly,Expense,Bills & Fees,-5.634,GBP,,monthly,,27/03/2024,2024,3,2024-03
2024-03-28T17:07:37+00:00,Monthly,Expense,Eating out/take away,-56.144,GBP,,monthly,,28/03/2024,2024,3,2024-03
2024-03-28T17:07:37+00:00,Monthly,Expense,Bills & Fees,-37.14,GBP,,monthly,,28/03/2024,2024,3,2024-03
2024-03-01T17:07:37+00:00,Monthly,Income,Salary,1705.0,GBP,,monthly,,01/03/2024,2024,3,2024-03
2024-03-12T16:21:53+00:00,Monthly,Income,Other,67.0,GBP,Energy rebate,Time to time,,12/03/2024,2024,3,2024-03
2024-03-12T16:21:53+00:00,Monthly,Income,Other,67.0,GBP,Energy rebate,Time to time,,12/03/2024,2024,3,2024-03
