Date,Wallet,Type,Category name,Amount,Currency,Note,Labels,Author,Date_2,year,month,YearMonth
2024-06-01T17:07:37+00:00,Monthly,Expense,Bills & Fees,-30.552,GBP,,monthly,,01/06/2024,2024,6,2024-06
2024-06-01T17:07:37+00:00,Monthly,Expense,Food & Drink,-73.116,GBP,,monthly,,01/06/2024,2024,6,2024-06
2024-06-01T17:07:37+00:00,Monthly,Expense,Education,-96.0,GBP,,monthly,,01/06/2024,2024,6,2024-06
2024-06-03T17:07:37+00:00,Monthly,Expense,Food & Drink,-72.477,GBP,,monthly,,03/06/2024,2024,6,2024-06
2024-06-03T17:07:37+00:00,Monthly,Expense,Eating out/take away,-106.172,GBP,,monthly,,03/06/2024,2024,6,2024-06
2024-06-03T17:07:37+00:00,Monthly,Expense,Bills & Fees,-45.456,GBP,,monthly,,03/06/2024,2024,6,2024-06
2024-06-03T17:07:37+00:00,Monthly,Expense,Bills & Fees,-83.765,GBP,,monthly,,03/06/2024,2024,6,2024-06
2024-06-04T17:07:37+00:00,Monthly,Expense,Bills & Fees,-39.808,GBP,,monthly,,04/06/2024,2024,6,2024-06
2024-06-05T17:07:37+00:00,Monthly,Expense,Healthcare,-21.64,GBP,,monthly,,05/06/2024,2024,6,2024-06
2024-06-08T17:07:37+00:00,Monthly,Expense,Bills & Fees,-93.764,GBP,,monthly,,08/06/2024,2024,6,2024-06
2024-06-11T17:07:37+00:00,Monthly,Expense,Bills & Fees,-13.6,GBP,,monthly,,11/06/2024,2024,6,2024-06
2024-06-11T17:07:37+00:00,Monthly,Expense,Eating out/take away,-11.1,GBP,,monthly,,11/06/2024,2024,6,2024-06
2024-06-11T17:07:37+00:00,Monthly,Expense,Healthcare,-22.272,GBP,,monthly,,11/06/2024,2024,6,2024-06
2024-06-11T17:07:37+00:00,Monthly,Expense,Food & Drink,-73.876,GBP,,monthly,,11/06/2024,2024,6,2024-06
2024-06-14T17:07:37+00:00,Monthly,Expense,Home,-22.456,GBP,,monthly,,14/06/2024,2024,6,2024-06
2024-06-16T17:07:37+00:00,Monthly,Expense,Bills & Fees,-63.899,GBP,,monthly,,16/06/2024,2024,6,2024-06
2024-06-18T17:07:37+00:00,Monthly,Expense,Bills & Fees,-45.375,GBP,,monthly,,18/06/2024,2024,6,2024-06
2024-06-18T17:07:37+00:00,Monthly,Expense,Eating out/take away,-58.95,GBP,,monthly,,18/06/2024,2024,6,2024-06
2024-06-19T17:07:37+00:00,Monthly,Expense,Bills & Fees,-84.31,GBP,,monthly,,19/06/2024,2024,6,2024-06
2024-06-19T17:07:37+00:00,Monthly,Expense,Food & Drink,-31.068,GBP,,monthly,,19/06/2024,2024,6,2024-06
2024-06-19T17:07:37+00:00,Monthly,Expense,Bills & Fees,-29.712,GBP,,monthly,,19/06/2024,2024,6,2024-06
2024-06-21T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-2.95,GBP,,monthly,,21/06/2024,2024,6,2024-06
2024-06-21T17:07:37+00:00,Monthly,Expense,Transport,-42.756,GBP,,monthly,,21/06/2024,2024,6,2024-06
2024-06-22T17:07:37+00:00,Monthly,Expense,Education,-25.227,GBP,,monthly,,22/06/2024,2024,6,2024-06
2024-06-23T17:07:37+00:00,Monthly,Expense,Alcohol and cigarettes,-78.84,GBP,,monthly,,23/06/2024,2024,6,2024-06
2024-06-24T17:07:37+00:00,Monthly,Expense,Transport,-24.732,GBP,,monthly,,24/06/2024,2024,6,2024-06
2024-06-24T17:07:37+00:00,Monthly,Expense,Home,-44.168,GBP,,monthly,,24/06/2024,2024,6,2024-06
2024-06-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-93.84,GBP,,monthly,,26/06/2024,2024,6,2024-06
2024-06-26T17:07:37+00:00,Monthly,Expense,Bills & Fees,-42.71,GBP,,monthly,,26/06/2024,2024,6,2024-06
2024-06-28T17:07:37+00:00,Monthly,Expense,Eating out/take away,-96.38,GBP,,monthly,,28/06/2024,2024,6,2024-06
2024-06-28T17:07:37+00:00,Monthly,Expense,Food & Drink,-13.72,GBP,,monthly,,28/06/2024,2024,6,2024-06
2024-06-28T17:07:37+00:00,Monthly,Expense,Food & Drink,-42.056,GBP,,monthly,,28/06/2024,2024,6,2024-06
2024-06-01T17:07:37+00:00,Monthly,Income,Salary,2046.0,GBP,,monthly,,01/06/2024,2024,6,2024-06
